Finix Merchant Number,DBA,Action,,
MUfP6EbfCdfZeUspZ9oLYJ7m,"Payment Depot, Inc.",Update non amex to 25 bps,,
MUfpNnR99c4ojA2LsVJKWTjX,Orthopedic Centers of Colorado,Update non amex to 25 bps,,
MUfpohfcnaRGAMWsLqUxns6q,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUfr6ufk96RsSvHwzSRuTQDM,Speedway Cycles,Update non amex to 25 bps,,
MUfSdg2XaxHYuSnpuEVqyr4t,Ingersoll Park Marina GP,Update non amex to 25 bps,,
MUftivP5spMybHc6XsbyBb1U,Dessa LLC,Update non amex to 25 bps,,
MUfTKQvuAtoUXU4XBpuzVavz,Greensburg Auto Tag & Notary,Update non amex to 25 bps,,
MUftkzzUFWwMvg3D3tDbEYEo,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUfU8ccNJCoT4Dsqht6LQZsp,Renew Cabinet Coatings LLC,Update non amex to 25 bps,,
MUfuYxHuhCu3Jnukg11aUd1m,BioAway LLC,Update non amex to 25 bps,,
MUfvMHgNhEjFvngLf4erdVRi,GuideCX Inc,Update non amex to 25 bps,,
MUfvvpytvqonurBFEZLA9Mjp,Goei Professional Dental,Update non amex to 25 bps,,
MUfwFTPFjULYFktQJvSGAN73,Brightly LLC,Update non amex to 25 bps,,
MUfWYE5mEp1xsvRiL4rzb6Pc,OPG Homes LLC,Update non amex to 25 bps,,
MUfxD5cBjo7FwveMJRJs5wZC,GARDEN STATE CARDIOVASCULAR,Update non amex to 25 bps,,
MUfZDbTcwVwGZLeGRoDPALod,PAUL PEARCE MD PLASTIC SURGERY,Update non amex to 25 bps,,
MUfzGbwj2jDvy5h8DX9nzE7M,SUGARLOAF GOODS LLC,Update non amex to 25 bps,,
MUfzpZX5AHMrDM2q2hYQahAc,Bella granite countertops llc,Update non amex to 25 bps,,
MUg3aXk9nnx5wE5SuiBck6mp,"JSR Management, Inc.",Update non amex to 25 bps,,
MUg6YanAPHdTsarskw6Dzrkp,Executive Medical Inc.,Update non amex to 25 bps,,
MUg6YrB7VEjB5ovjWZEKwiiK,Kimble Enterprises LLC,Update non amex to 25 bps,,
MUg78zRQYrjH9FeSvh49s7Lm,Valley Hospitality Group Inc,Update non amex to 25 bps,,
MUg7ju8hrC2D8id3jPyAxVWT,Equity Marketing Solutions,Update non amex to 25 bps,,
MUg95rnYAqhFUHNtMsJojf8m,Canyon Lake Storage LLC,Update non amex to 25 bps,,
MUg9iszz4bsCaTzpZRHPWyAc,Arnold Perez,Update non amex to 25 bps,,
MUgAKU8KkjeGETA47narEf7w,Kitchen Ideas LLC,Update non amex to 25 bps,,
MUgBEEF2qi2VJ8i5W2hcyB26,The Engine Exchange & Auto Repair LLC,Update non amex to 25 bps,,
MUgdb9yNyCH3bnG2HWFuyjoT,Pacific Rental Leasing LLC,Update non amex to 25 bps,,
MUgDuYpfVvQyHKmvVrxtYqrB,RoamRig LLC,Update non amex to 25 bps,,
MUgdYPZZikqXwBgvPKsSqdKz,"Michael Titze Company, Inc.",Update non amex to 25 bps,,
MUgE5wxy1LTQHXfYT8JjnUQk,Coramdeo Lighting Industries Inc,Update non amex to 25 bps,,
MUgfEss1NiZMku7tRMupZggS,Merton Financial Holdings,Update non amex to 25 bps,,
MUgfJZ8Y9Dr1YPVmFfCCJnt9,Chopra Medical LLC,Update non amex to 25 bps,,
MUgFKJ2fpGVZAJNiVfFc7ZFR,Gearhouse Services LLC,Update non amex to 25 bps,,
MUgFLYwG1A1mrPtAxh25eYWf,GOODSTONE and QUARTZ FABRICATION LLC,Update non amex to 25 bps,,
MUgfUDGo9CH74EkopYMhAjM9,Child Development Program Infant,Update non amex to 25 bps,,
MUgFXuV5CAVH8g1LwVpR6CxQ,Emergent Connect,Update non amex to 25 bps,,
MUgfzXQJeMTYFf7TUUeHY2uA,Seng Jewelers LLC,Update non amex to 25 bps,,
MUggECCZuCr7EZzm7ceWGVgf,"Mendham Enterprises, LLC",Update non amex to 25 bps,,
MUgH7Z2GvQFo8s5PZYBHmpGj,Birdies and Bogeys,Update non amex to 25 bps,,
MUghCqJ1M6vPy5zB1Af6tH5s,Durr Corporation,Update non amex to 25 bps,,
MUgi3y1EbgfmxToC73n1Wkbv,The Electricity Forum Inc,Update non amex to 25 bps,,
MUgjndt9dHvcsad8cyCuU3FG,Poolfessionals Maintenance & Repair,Update non amex to 25 bps,,
MUgk32VsaRqMjFmTRDRUZfss,Rajendra Patel,Update non amex to 25 bps,,
MUgKN6GXRte6NW8a35kLmUWz,Clear Water Pools Texas Inc,Update non amex to 25 bps,,
MUgKZBqLicSEkfjQjhUieymp,"Atlanta Office Furniture, Inc.",Update non amex to 25 bps,,
MUgLCQpzgApHfzZrLuxF1gL2,Academically LLC,Update non amex to 25 bps,,
MUgLjgEHQXYJXp6NZ3NhtDV5,Matthew Gordon Healy DDS PLLC,Update non amex to 25 bps,,
MUgLtBYkoRTK31QUzuBEzq7N,Crash Customs,Update non amex to 25 bps,,
MUgLXJ4Gz4ajmu6DP9XMo7gv,JR Dye Landscaping and Nursery LLC,Update non amex to 25 bps,,
MUgmqjSRepY3MTv5FcKxs2EU,TopSpeed Black,Update non amex to 25 bps,,
MUgN3u6XFvz3NUsFhgUjwRT4,Luna Trucking LLC,Update non amex to 25 bps,,
MUgNJdMTQs7XyXwx4S2SSA9G,ALL LLC,Update non amex to 25 bps,,
MUgnriMnJ9GXSgWpSTzB8ed4,Worldview Services LTD,Update non amex to 25 bps,,
MUgoqADEbagJEhiFmE9zK3ji,"Medical Waste Services, LLC",Update non amex to 25 bps,,
MUgP9SBRZGFDnyDVdCG9YM3m,Tulsa Vein Institute,Update non amex to 25 bps,,
MUgpRZinA9swGqgT3X7AsQEP,"Apple Healthcare Group, P.C.",Update non amex to 25 bps,,
MUgPvDg2UJGrjbvpTbtyyAGm,Premier Interventional Pain Management,Update non amex to 25 bps,,
MUgrhbXWmdu7odL8PzvJqMDh,290 Business Center Inc,Update non amex to 25 bps,,
MUgrLAA6HSqejLT7tUQQ3zAG,CSHAW PLLC,Update non amex to 25 bps,,
MUgRzoBsJoexmhAokTu9kZsZ,"NTX Roof Tech, LLC",Update non amex to 25 bps,,
MUgSULAYQ817AAgRgQTwjoDj,Family Dental Services Inc,Update non amex to 25 bps,,
MUgTjP9LmfDkcSAE3y1XrM7h,"Bridge Marine Al Fresco, LLC",Update non amex to 25 bps,,
MUgTLDVaM9hMTUr8mWWseSWU,Solutions Dental Lab,Update non amex to 25 bps,,
MUgUZMxesuQ4Cs6aXMg2TvfN,"Aspiring to Justice & Fairness, LLC",Update non amex to 25 bps,,
MUgv98rqgPLstyBpqEvG5u3C,Stewart Family Wines,Update non amex to 25 bps,,
MUgVbrkawFVSq3dC9jVpmkwm,Advanced Allergy Associates,Update non amex to 25 bps,,
MUgVCAgAnsibpnXyu5J3FHj8,Diamond Kitchen and Bath Inc,Update non amex to 25 bps,,
MUgVcUGXkg9fdycXkRTP7opL,Ecomobile Wash Inc,Update non amex to 25 bps,,
MUgvqWt2c8Mr2P2MvJbJaA3M,T Technology Inc,Update non amex to 25 bps,,
MUgw9cyhmeN5zVaZZVP8S92e,DKSH North America Inc,Update non amex to 25 bps,,
MUgWSFkiqsdPCcdhGU95yuoU,KT Dental LLC,Update non amex to 25 bps,,
MUgX8Wo6jwabiM2C1aQjJTjM,In Home Provider LLC,Update non amex to 25 bps,,
MUgz5r5JQNFKASCD2XSPpa8f,Northwestern Auto Supply Inc,Update non amex to 25 bps,,
MUgZf5ebCJfVtWdaqjNAeRcE,SoCal Dream Garages LLC,Update non amex to 25 bps,,
MUh1vK5D1mputrLefyXR4myh,Judge MD,Update non amex to 25 bps,,
MUh2m2x7j9SV8Ae5ByVXp8fX,Center Bar Inc.,Update non amex to 25 bps,,
MUh3FhYWqiGzhtmx2fMKEaBw,Orthopedic Centers of Colorado,Update non amex to 25 bps,,
MUh3ZhFnfi1p3trPVgNrHR7z,5 Star Roofing Inc,Update non amex to 25 bps,,
MUh6uQrqkqP4k3hzx3tBy33y,"ADVANCED ARTIFICIAL EYES, INC.",Update non amex to 25 bps,,
MUh77pGPfvmFTPuvqpQTPDh4,SPEKTRUM HEALTH INC,Update non amex to 25 bps,,
MUh7hHqMaFfb92ufE6cgn47B,Columbia Gorge Medical Center,Update non amex to 25 bps,,
MUh8pUZsg7CYs5yeAEWWqka,Lydian Academy,Update non amex to 25 bps,,
MUh8WFymhCxN4VLa4PS6ag4i,Edenic Covenant Group Inc,Update non amex to 25 bps,,
MUhadxYyQfGBFdpyuSLtV7xs,SEO Werkz,Update non amex to 25 bps,,
MUhb9DioU9X3rkfbuv66iFLe,Rockville Interiors & Fabrics,Update non amex to 25 bps,,
MUhcBFxKY61j8UtSkk8FbnLF,Acme Cap and Clothing Inc,Update non amex to 25 bps,,
MUhcf4omEjYChCTN3984iH6q,Marcus Evans Inc,Update non amex to 25 bps,,
MUhcG2fbDa2Lnvu6W5oQN9FU,Truck Wash Express,Update non amex to 25 bps,,
MUhd4eV8NLBgSJYu7pAAoe2y,Agile Income Tax LLC,Update non amex to 25 bps,,
MUhd8Y6vNxwvCZ7M4E5nXJg3,warner custom homes Inc,Update non amex to 25 bps,,
MUhEE2qWPXHRaQz2uQbmiQTR,"Aloha Condos, Inc",Update non amex to 25 bps,,
MUheyntLgW8Vu9HCkHQ7QZNQ,Chill N Out UTC,Update non amex to 25 bps,,
MUHFEparf42Whr1pyKrmpXz,Veritas Market LLC,Update non amex to 25 bps,,
MUhG9gYQrcMGyGzTuHKkpE5D,Clover Hill Park Cemetery,Update non amex to 25 bps,,
MUhgL8XRE4bov23XtBydAkrC,Bill's Floors Inc.,Update non amex to 25 bps,,
MUhhUiQaSodeKmTDZBsacfKe,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUhhVfkwnJGymoMaWdLr1iNc,Kids After Hours Child Care Centers Inc,Update non amex to 25 bps,,
MUhikeQb8YPKqDHyPC4Drp7m,Acme Cap and Clothing Inc,Update non amex to 25 bps,,
MUhioumKYfkfeQicjAbUgTYm,EZ CONTROL LLC,Update non amex to 25 bps,,
MUhjMpvwPWviRM4tZUTywH1x,Nanovibronix Inc,Update non amex to 25 bps,,
MUhm7W3ngp5BppqmuWb5TZg4,Premier Interventional Pain Management,Update non amex to 25 bps,,
MUhMoewPxfLh5WktTQZKPUBS,Wright Farm Services LLC,Update non amex to 25 bps,,
MUhmU9LyUQvdT3rTL9yMts7t,Gary Office Machines LLC,Update non amex to 25 bps,,
MUhn7yEkje4s9ZxytoxFFM4L,KO Construction and Contracting,Update non amex to 25 bps,,
MUhNmfFcEZdfevsHghJQzjBQ,Barbell Standard LLC,Update non amex to 25 bps,,
MUhnXVGJsfZUkavHxa7pCrtM,Kanar Inc,Update non amex to 25 bps,,
MUhPMz7bxBqvmbYCqb9rceVP,Indy Cleaning and Repair,Update non amex to 25 bps,,
MUhppt9Q49gSAagyiERR7PvT,ToVi Systems LLC,Update non amex to 25 bps,,
MUhpQ8WNtQxFesgGsP3R4QGZ,John Etcheverry,Update non amex to 25 bps,,
MUhQK113DFPDw2UHHqrLzZaQ,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUhqwAvRLkyQjz2nCvSWsuhS,Forge and Fire Gaming,Update non amex to 25 bps,,
MUhR4Ro5XTHKk2quoNGQYsKh,Fabulous Furniture Finds and More,Update non amex to 25 bps,,
MUhRCgxi9Pj7uaXSrvkXhJc8,CARL NEAL,Update non amex to 25 bps,,
MUhrrQCxkzjUegNyCHBrCQYY,LET Group Inc,Update non amex to 25 bps,,
MUhrx5HvYXxqX4YgbaZ72uow,Allied Wellness Group,Update non amex to 25 bps,,
MUhRzZNespn8bs6Yo7qCSywX,Bayou Pain & Spine,Update non amex to 25 bps,,
MUhsAYLHPjaRVXCUVJiewkw8,JAB Graphics LLC,Update non amex to 25 bps,,
MUhSN9pVSGtWxTF7Ez9H41pN,Superior Siding Supply Inc,Update non amex to 25 bps,,
MUhT3NMhgaj24BcBcT6v9r7s,Beck Electric Company LLC,Update non amex to 25 bps,,
MUhTytZtpTV8t3KvB426YCdb,alpine landscape and construction,Update non amex to 25 bps,,
MUHugQ4VHj91Qs23RJZbdpG,Art Works Inc,Update non amex to 25 bps,,
MUhupmo8fFk52SVzMqapU1fS,C  R Metals Inc,Update non amex to 25 bps,,
MUhVfMuEbNbJKMjqCgdYRx1f,Online Renewal Courses  L.L.C.,Update non amex to 25 bps,,
MUhvyFRaZWBnGp9SQJqti6EN,Merchant Wharehouse inc.,Update non amex to 25 bps,,
MUhvYZaDPoQiTwSTqafhoWTZ,Sercomex LLC,Update non amex to 25 bps,,
MUhWCqXFm7XAQBmBaVkWHirQ,Clarity Technology Group Inc,Update non amex to 25 bps,,
MUhWgdCT3M8nUxTQ1nZuQXW4,Anthem Technology LLC,Update non amex to 25 bps,,
MUhWYzeHANmZepXa4uvLidse,Seng Jewelers LLC,Update non amex to 25 bps,,
MUhxLAkjdjnXeUm8ng9Ef3a7,Kenneth Grant,Update non amex to 25 bps,,
MUhxRkUr91fpfNf8kZTa3Bik,iHealth Solutions LLC,Update non amex to 25 bps,,
MUhxZVXBuvyi88eVQPuH5BwK,Greenwood Storage LLC,Update non amex to 25 bps,,
MUhy1wu265ZvjD2GdR6CQCG,Vietnoms VF LLC,Update non amex to 25 bps,,
MUhyxrgpSPqR24bU8iPWKzQ3,BELLS STONE & TILE,Update non amex to 25 bps,,
MUhz5di5FGV7sPRpS2FKVtBE,EXOTIC MOTORS ATLANTA,Update non amex to 25 bps,,
MUhZKwQY73Tc65uT9SZUiUJz,Mark Blair,Update non amex to 25 bps,,
MUi1ZgnwuWdb82PdYxK8oMHY,Milano,Update non amex to 25 bps,,
MUi4hv8Bv5taQNNRjsxGVF6C,Pharmakon Solutions LLC,Update non amex to 25 bps,,
MUi7D7Pd8g9feUGeSUnHKct3,JB Squared LLC,Update non amex to 25 bps,,
MUi8t5AgPbnpKKmQQHXKvWte,Counseling Services Unlimited LLC,Update non amex to 25 bps,,
MUi98A8T8DVJsdMufLEbeNAq,Chaves Knife and Tool LLC,Update non amex to 25 bps,,
MUi9g4BkcK18cbA3JPe9jdEF,China Wok Association Inc,Update non amex to 25 bps,,
MUi9MJToXcB4RTFUB8Krw17W,Irvine Eye Physicians and Surgeons Inc,Update non amex to 25 bps,,
MUi9PDfXBBqPVen5q5KYs6f3,Our Village Pediatrics,Update non amex to 25 bps,,
MUiA5YfV7LJcqYwZdCXbgFzm,Wolff Horticulture Inc,Update non amex to 25 bps,,
MUibpikDY9cbjfPeNjGFiyMq,Redstone Education,Update non amex to 25 bps,,
MUiBw9rTjm2pjV1akA6BBsEt,DKSH North America Inc,Update non amex to 25 bps,,
MUiCA1LrPfVAyocSi7d2QCML,Burgess Global Enterprises Inc.,Update non amex to 25 bps,,
MUicAbtkEoFMvxgST9Cfxhd1,Jauntin Inc,Update non amex to 25 bps,,
MUiCjF3suC1QeHTCfm2S61Kb,"CredoCPA, LLC",Update non amex to 25 bps,,
MUicmizDQcrYUm6WmV5HQkkz,BlendJet Inc.,Update non amex to 25 bps,,
MUiCwU586KuMzJZivTgFyCMR,VSC Vetcare,Update non amex to 25 bps,,
MUiD2V67WKvqineXM5XXT2X2,Omega Dental Care LLC,Update non amex to 25 bps,,
MUiEbJ3C4dATLRiwkHbADTWb,CARL NEAL,Update non amex to 25 bps,,
MUiegi6G3uzVcq8Nbr1gffPH,Benton Storage LLC,Update non amex to 25 bps,,
MUiem3Z3miFHrbvnNTEfSQBN,"Dock-Tech, LLC",Update non amex to 25 bps,,
MUiezbbsxaoJVrAEScz5wV23,Medusa Pathology Inc,Update non amex to 25 bps,,
MUifonZTnfCVSaLNQjUHSace,Lincoln Storage LLC,Update non amex to 25 bps,,
MUiFXvK7YUYNs4BKt3WC7ieQ,Jewel Sunset Holdings LLC,Update non amex to 25 bps,,
MUiGeQFtdKBHyVyVYfCYveUk,Juan Calla,Update non amex to 25 bps,,
MUiGJGMjaNXrua2KYYfXfms,ABNR Enterprises L.P.,Update non amex to 25 bps,,
MUigW3JwkjGEyKAJZZJkYrjk,DPG Family Law Inc,Update non amex to 25 bps,,
MUigXd5Nf111z7j6NcE8mJuG,Oatridge Security Group,Update non amex to 25 bps,,
MUigYdKgZ4fyTEhAgWV1Skkd,Chesterfield Counseling and Training Associates,Update non amex to 25 bps,,
MUih2px5PaWeNwY9wgtfnZaP,"Long Island Airport Homeowners Association, Inc",Update non amex to 25 bps,,
MUihsSfLNLRwXAK4XhM8vN2T,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUiiyCMSQYo5KSNb5e1SEF3U,MADELINE LANE,Update non amex to 25 bps,,
MUijmfBbaqBM83V136pRVG1g,James Jorgensen,Update non amex to 25 bps,,
MUiN8NG9B5nMSu2jwFbCGymx,JR Dye Landscaping and Nursery LLC,Update non amex to 25 bps,,
MUinDpfnpa3u333X46dcwG4T,Williams Enterprises LLC,Update non amex to 25 bps,,
MUioEeUFJ8FhPm7KY3cgG7Aj,"Temper Mechanical Air & Heat, LLC",Update non amex to 25 bps,,
MUirEqYAEFXTBroLJa3pexDA,AMERICAN NALISA LLC,Update non amex to 25 bps,,
MUirwyK6KgufvqS7LsoDWmTE,Cautore Enterprises LLC,Update non amex to 25 bps,,
MUiSafnGFMcn17G2pcNBJYa2,Maximize Marketing Inc,Update non amex to 25 bps,,
MUisnsdvxxS3GHHbAAmdfUdi,RSDMD LLC,Update non amex to 25 bps,,
MUiSo9iv35Sfdah4vWfit8UP,Keeper Holdings,Update non amex to 25 bps,,
MUiSvZmQmRkEjxdQw4PgoMJe,Next Level Contracting LLC,Update non amex to 25 bps,,
MUiSZg1Lx7wyzVPBvq5jEExb,Grand Metropolis LLC,Update non amex to 25 bps,,
MUiT8SjEq9UqBc92WjoosScD,"Moragas Learning, LLC",Update non amex to 25 bps,,
MUitJdefouFetbAzarwR2UCU,independence anesthesia LLC,Update non amex to 25 bps,,
MUiuLPdVw7StCe2yJWBVTSWK,Lifestyle Pool and Spa LLC,Update non amex to 25 bps,,
MUiUpbbAHPnwxRLmq8wtUpPX,The Rail Trail Cafe LLC,Update non amex to 25 bps,,
MUiuUMyjmGWxWhc8Ci9cUdZ5,Latino Americano Dental,Update non amex to 25 bps,,
MUiV3MKuojNF9sMEsRRJCoGX,Lincoln Tax Accounting,Update non amex to 25 bps,,
MUiVDAG7kbZU56YZe9ofaJPY,ClearForMe,Update non amex to 25 bps,,
MUiVHPgVrKHdAAqTRqeryCzv,Richart Distributors Inc,Update non amex to 25 bps,,
MUiVMVMxfU8E61VbeAJMd4HJ,Grand Route Operators of Denver Inc,Update non amex to 25 bps,,
MUiW9y1LHSLstnhxPoXx1bnb,Raydiant Inc,Update non amex to 25 bps,,
MUiWMniWM676n6q9Jx5BKzc5,"C. Bernardi, Inc",Update non amex to 25 bps,,
MUiX9sXfYnGTZDptBCQ8491B,Fresh Direct Clothing Inc,Update non amex to 25 bps,,
MUixDEhSvQmQEkHajTHe1veT,Rajendra Patel,Update non amex to 25 bps,,
MUiXYie8LiC7AhLB4zjGCjrX,Garland Industries LLC,Update non amex to 25 bps,,
MUiYJqbwEXagTzMNggibZjG7,Jessica Jordana Paxson,Update non amex to 25 bps,,
MUiYpigPLzAe8fqhVx9tgj8a,NP Jumpstart LLC,Update non amex to 25 bps,,
MUiZ2dEULZnkHPc3E3uia9aP,Akamai Kids Club Inc,Update non amex to 25 bps,,
MUj24apr9KYYvnf61JCBVFdt,Aquamanz Plumbing & Heating LLC,Update non amex to 25 bps,,
MUj2cu8887YSYg69vr4VCUdQ,KWR Appliances LLC,Update non amex to 25 bps,,
MUj2jdY7VdyimpWKFXHWKDDn,Monica LaPlante,Update non amex to 25 bps,,
MUj373rMSXbJ1rL6SCFP4eK6,Makesense LLC,Update non amex to 25 bps,,
MUj8XYv45FXiwCp9SJsRZhd1,Built To Impact LLC,Update non amex to 25 bps,,
MUj9tvu6jxyNEvR6LJjGgwcx,R Edward Hudgens III DMD,Update non amex to 25 bps,,
MUjaRJzuLSJ3yZ4YQenKsmwJ,Tridiuum Inc,Update non amex to 25 bps,,
MUjaUrs19WuEqEnuDNWeEnwe,"Diamond State Primary Care, LLC",Update non amex to 25 bps,,
MUjAzbSoGJrthHA2JMMexwrg,James J Chao MD FACS PC,Update non amex to 25 bps,,
MUjb3CuwBLpWFeLgZt1xtTvn,Tailored Technology Services Inc.,Update non amex to 25 bps,,
MUjBeT8iEqDRTLA63S88551T,BUSINESS LEGAL AID INC,Update non amex to 25 bps,,
MUjbfGt4X5iniFpPdr3eyrB4,Jenny Kim,Update non amex to 25 bps,,
MUjbRcvqFMspCM6qu31Ptp72,Aventine Properties LLC,Update non amex to 25 bps,,
MUjbTffFaBntGpA1GeSnpk4V,Universal White Cement Company,Update non amex to 25 bps,,
MUjd5f1uUq6HUyEpaio7uzQs,CRISP LLC,Update non amex to 25 bps,,
MUjeAL6kjuXMYuqnsrvqByy8,Narvaez Insurance Co,Update non amex to 25 bps,,
MUjehrK2ouduNk4iAAsYvusV,Stalvey Law Offices LLC,Update non amex to 25 bps,,
MUjfr581E1yfU21xSwRFu7TU,Beasley Jewelry Inc,Update non amex to 25 bps,,
MUJFvxGpkf3kH2dwXXLb713,"Fawley Overhead Door, Inc.",Update non amex to 25 bps,,
MUjFxx7gJKSC7mhcaEGWa1dY,Eskra Plastic Surgery,Update non amex to 25 bps,,
MUjGaAjXj8tsMcS7Wvv4fGDU,Terry Roberts,Update non amex to 25 bps,,
MUjH4J3RNZfEsfGfh58SSwcV,iConsign Stores LLC,Update non amex to 25 bps,,
MUjh9mYUxLLmqguUStQ4E9to,"Lit Labs, LLC",Update non amex to 25 bps,,
MUjHcySPrTKLgZDhQGaz4MbV,Lone Star Refreshments LLC,Update non amex to 25 bps,,
MUjiQB83ouFnvzSxZRMWh3E2,Two Brothers Moving LLC,Update non amex to 25 bps,,
MUjjtYw7D5wXDgzpwP3CqPya,MAJA South Elgin LLC,Update non amex to 25 bps,,
MUjjYAJga2gACYfifk6XmAxf,iConsign Stores LLC,Update non amex to 25 bps,,
MUjkNDUEKTCQMyW746tceRAh,Allergy Asthma Treatment Center,Update non amex to 25 bps,,
MUjLdEeJxh2zR3JX5x19WhUs,Tropare Inc,Update non amex to 25 bps,,
MUjm9kD5U6TtxbFM5CuMXseT,Health and safety training,Update non amex to 25 bps,,
MUjMNRQADbCEuuwZEb6LxJAD,Freedom Restoration Services LLC,Update non amex to 25 bps,,
MUjMu3EzZ4TbgPMjULbnrjkB,Robert Britz,Update non amex to 25 bps,,
MUjnfz8yYsuurPPXyYpAeTAu,Road Assist Services LLC,Update non amex to 25 bps,,
MUjNQCHdnHqu4dTWo7pWHmQX,Lights Out Graphics Inc,Update non amex to 25 bps,,
MUjnSNojap7ytYENH8zpk2td,Girls Lifted LLC,Update non amex to 25 bps,,
MUjnuxgshJUrU12hMvw5tarc,Odemz Plumbing,Update non amex to 25 bps,,
MUjnvjgcctDriX5P2Lsc7hq5,777 Fox LLC,Update non amex to 25 bps,,
MUjo1hG9LgyLhFePCqAsXbw5,Bar Antz LLC,Update non amex to 25 bps,,
MUjPPbo36nC6dv1gnw1gGZ9z,All Out Championships,Update non amex to 25 bps,,
MUjqB4rvTPKZA7YL8sotY4XZ,iMart Wholesale LLC,Update non amex to 25 bps,,
MUjqHNQLvjf11TyvEvQvrKtf,GFH Inc,Update non amex to 25 bps,,
MUjr4SefUEG8eNZhcXF8Pmb1,Lone Star Refreshments LLC,Update non amex to 25 bps,,
MUjRg8Dq82biTJiXTr6fo6vq,K & R Group Inc,Update non amex to 25 bps,,
MUjrYw4Z2fqf8w9uLJGXn4Gp,CRYSTAL NAIL SALON INC,Update non amex to 25 bps,,
MUjSqqn6WTEC2YM2xzcs4a29,Encore Space Solutions Inc,Update non amex to 25 bps,,
MUjTGzVGxZ2EbhQFQz1RDx2x,"MGB Associated Services, Inc.",Update non amex to 25 bps,,
MUjtWzxKtJPXBZBpfvaKt8Es,Mesquite Landscaping Inc,Update non amex to 25 bps,,
MUjUQs82PfmNHMKvHiHrVyaT,GMJ Auto Supplies And Decals Inc,Update non amex to 25 bps,,
MUjUyo1PckiHEEc9Ru19qZuB,Shocksocks LLC,Update non amex to 25 bps,,
MUjV7ywHVG9baMzsR7Me8sPZ,Sparkchasers Aircraft Services,Update non amex to 25 bps,,
MUjVef3mFkPookX5HnvER9ax,Thomas Cohn,Update non amex to 25 bps,,
MUjwRBVFsujKSozQCgq9WQro,Inspire Palm Beach,Update non amex to 25 bps,,
MUjX8eopxtU8ixppD9idPFoT,Trawick International Inc.,Update non amex to 25 bps,,
MUjxi6osmpQsYrtqCCAvtksb,Crest Supply LLC,Update non amex to 25 bps,,
MUjXNEzvWxn7TgMhGAwR9xcM,Charles River Construction Inc,Update non amex to 25 bps,,
MUjxZdWENSc36HX6hfG8XKYV,B Aaronson DDS & Thompson DMD PC,Update non amex to 25 bps,,
MUjYFeWJHHnNUSNHPA7iBrjH,WAL LAYL LLC,Update non amex to 25 bps,,
MUjz4RqhnfuVbry1kDHZqpAA,Grounds for Thought,Update non amex to 25 bps,,
MUjZM1Nfc1YCq1FsUrtbgxTg,AC EXPERTEK SERVICE,Update non amex to 25 bps,,
MUjzm1yZ14qA3keYUBiG8zDu,Kids After Hours,Update non amex to 25 bps,,
MUjZTZ7dVLy6t6J1L4HBn2Q2,MAS LAW PC,Update non amex to 25 bps,,
MUjZzimf338P3uGpQNFctfi8,King & King Law LLC,Update non amex to 25 bps,,
MUk1kPbJy8Mz8UhMMz74NSnk,Missouri Garage Company LLC,Update non amex to 25 bps,,
MUk2Cx8YmBegCieCqKNrin48,Hudson Healthcare Express LLC,Update non amex to 25 bps,,
MUk3bnzJicJj9punDr1Pecyv,Your Happy Healthy,Update non amex to 25 bps,,
MUk427jvVXGocoskYuCD11ne,Synch o LLC,Update non amex to 25 bps,,
MUk4yVaqTXGXsqRsHSmSUKL3,Advantage Logistics Group Inc,Update non amex to 25 bps,,
MUk57tqzUBzQosBg7beGzmAZ,Gum Branch Storage LLC,Update non amex to 25 bps,,
MUk5hL5pM7MU222HWDZPpij7,Mata Amritanandamayi Center,Update non amex to 25 bps,,
MUk5nw4n6R1MtedSjSWHdaGd,"A. J. ALUMINUM PRODUCTS, INC.",Update non amex to 25 bps,,
MUk61RwzisXzd2c4AMQs8YFc,"Omega Dental Care, LLC",Update non amex to 25 bps,,
MUk6dEqHACd3bt8k6isxudQo,HENDRICK CONSTRUCTION INC,Update non amex to 25 bps,,
MUk6tvun1QSUgWdf8Li8MKr9,Snaidero USA,Update non amex to 25 bps,,
MUk7JAV2dfUiPChnhNg24Bx5,Kept Spaces LLC,Update non amex to 25 bps,,
MUk81bKc8DTkVA4ogJx9RGAZ,Stewart Family Wines,Update non amex to 25 bps,,
MUk9qakRDBJJ5rkywxsURoGa,Davis Enterprises Inc.,Update non amex to 25 bps,,
MUkaFkUQUcjzpjWTCVPDv6u,TWAcomm,Update non amex to 25 bps,,
MUkaip2KzDTszpR7wk5DPD4N,Telford Cooling LLC,Update non amex to 25 bps,,
MUkAmrnP2w315qcxBKqnis3J,1st Choice CE,Update non amex to 25 bps,,
MUkAmwBGVJLyJZFmLbsJARvg,Russell Marine Products LLC,Update non amex to 25 bps,,
MUkbEmnoJpRg1LkXyimVKPnt,Smith SS LLC,Update non amex to 25 bps,,
MUkbqYNCnG2PQ4cqtU9ZZ64P,Webster Storage LLC,Update non amex to 25 bps,,
MUkCWUdDszHamKdPYRn1JFgV,Spiced LLC,Update non amex to 25 bps,,
MUkd9Jk7JcMiaawmpJjkbssj,SPEKTRUM HEALTH INC,Update non amex to 25 bps,,
